Assignment,BIEN_Number,Family,Latin,TotalObsInBIEN,nameSubmitted,nameMatched,nameMatchedScore,nameMatchedAuthor,nameMatchedUrl,,,acceptance,genusMatched,genusMatchedScore,speciesMatched,Recent Name,Old name,Invasive,Non-native,NotRare(largeRangeOrHighAbundance),RecognizedAsRare,Unresolved,Comments
MO,77870,Caryophyllaceae,Pycnophyllum glomeratum,1,Caryophyllaceae Pycnophyllum glomeratum,Pycnophyllum glomeratum,1,Mattf.,http://www.tropicos.org/Name/6301149 ,,,Accepted,Pycnophyllum,1,glomeratum,,,,,yes,,,peru argentina
MO,93913,Celastraceae,Tontelea riedeliana,1,Celastraceae Tontelea riedeliana,Tontelea riedeliana,1,(Peyr.) A.C. Sm.,http://www.tropicos.org/Name/50112330 ,,,Accepted,Tontelea,1,riedeliana,,,,,,yes,,brazil
MO,20976,Cleomaceae,Cleome pringlei,2,Cleomaceae Cleome pringlei,Cleome pringlei,1,H.H. Iltis,http://www.tropicos.org/Name/5900145 ,,,No opinion,Cleome,1,pringlei,,,,,,yes,,mexico
MO,74002,Cleomaceae,Podandrogyne polychroma,1,Cleomaceae Podandrogyne polychroma,Podandrogyne polychroma,1,Woodson,http://www.tropicos.org/Name/5900217 ,,,No opinion,Podandrogyne,1,polychroma,,,,,,yes,,colombia
MO,22468,Combretaceae,Combretum mexicanum,2,Combretaceae Combretum mexicanum,Combretum mexicanum,1,Bonpl.,http://www.tropicos.org/Name/8200254 ,,,Accepted,Combretum,1,mexicanum,,yes,,,,,,synonym of Combretum laxum Jacq.
MO,84565,Crassulaceae,Sempervivum heuffelii,1,Crassulaceae Sempervivum heuffelii,Sempervivum heuffelii,1,Schott,http://www.tropicos.org/Name/8902709 ,,,Accepted,Sempervivum,1,heuffelii,,yes,,,,,,synonym of Jovibarba heuffelii (Schott) Á. Löve & D. Löve
MO,7974,Cyclanthaceae,Asplundia latifrons,1,Cyclanthaceae Asplundia latifrons,Asplundia latifrons,1,(Drude) Harling,http://www.tropicos.org/Name/9700224 ,,,Accepted,Asplundia,1,latifrons,,,,,,yes,,Brazil
MO,64948,Eriocaulaceae,Paepalanthus complanatus,3,Eriocaulaceae Paepalanthus complanatus,Paepalanthus complanatus,1,Silveira,http://www.tropicos.org/Name/12400398 ,,,Accepted,Paepalanthus,1,complanatus,,,,,,yes,,brazil
MO,65082,Eriocaulaceae,Paepalanthus tessmannii,1,Eriocaulaceae Paepalanthus tessmannii,Paepalanthus tessmannii,1,Moldenke,http://www.tropicos.org/Name/50301004 ,,,Accepted,Paepalanthus,1,tessmannii,,,,,,yes,,brazil
MO,546,Euphorbiaceae,Acalypha conspicua,2,Euphorbiaceae Acalypha conspicua,Acalypha conspicua,1,MŸll. Arg.,http://www.tropicos.org/Name/12800559 ,,,Accepted,Acalypha,1,conspicua,,,,,,yes,,mexico el salvador
MO,6811,Euphorbiaceae,Argythamnia argentea,1,Euphorbiaceae Argythamnia argentea,Argythamnia argentea,1,Millsp.,http://www.tropicos.org/Name/50170381 ,,,Accepted,Argythamnia,1,argentea,,,,,,yes,,mexico
MO,24398,Euphorbiaceae,Croton alnifolius,3,Euphorbiaceae Croton alnifolius,Croton alnifolius,1,Lam.,http://www.tropicos.org/Name/12800801 ,,,Accepted,Croton,1,alnifolius,,,,,yes,,,Ecuador to Bolivia
MO,36132,Euphorbiaceae,Euphorbia crossadenia,3,Euphorbiaceae Euphorbia crossadenia,Euphorbia crossadenia,1,Pax & K. Hoffm.,http://www.tropicos.org/Name/12801300 ,,,Accepted,Euphorbia,1,crossadenia,,,,,,yes,,brazil
MO,36356,Euphorbiaceae,Euphorbia seguieriana,1,Euphorbiaceae Euphorbia seguieriana,Euphorbia seguieriana,1,Neck.,http://www.tropicos.org/Name/12800051 ,,,Accepted,Euphorbia,1,seguieriana,,,,yes,,,,old world
MO,94389,Euphorbiaceae,Tragia pacifica,3,Euphorbiaceae Tragia pacifica,Tragia pacifica,1,McVaugh,http://www.tropicos.org/Name/50164081 ,,,Accepted,Tragia,1,pacifica,,,,,,yes,,"mexico, el salvador, guatemala"
MO,39166,Gentianaceae,Gentianella tubulosa,1,Gentianaceae Gentianella tubulosa,Gentianella tubulosa,1,"(Gilg, nom. illeg.) Fabris",http://www.tropicos.org/Name/13802259 ,,,Accepted,Gentianella,1,tubulosa,,,,,,yes,,argentina
MO,97822,Gentianaceae,Voyria pulcherrima,3,Gentianaceae Voyria pulcherrima,Voyria pulcherrima,1,(Standl.) L.O. Williams,http://www.tropicos.org/Name/13800610 ,,,Accepted,Voyria,1,pulcherrima,,,,,,yes,,panama
MO,34533,Geraniaceae,Erodium malacoides,3,Geraniaceae Erodium malacoides,Erodium malacoides,1,(L.) L'HŽr. ex Aiton,http://www.tropicos.org/Name/13900848 ,,,Accepted,Erodium,1,malacoides,,,,,,yes,,"argentina uruguay, coordinates in peru from cult probably, and no coordinates from argentina uruguay"
MO,26606,Gesneriaceae,Cyrtandra wagneri,1,Gesneriaceae Cyrtandra wagneri,Cyrtandra wagneri,1,Lorence & Perlman,http://www.tropicos.org/Name/100000916 ,,,No opinion,Cyrtandra,1,wagneri,,,,yes,,,,Hawaii
MO,38739,Gesneriaceae,Gasteranthus fuscilimbus,3,Gesneriaceae Gasteranthus fuscilimbus,Gasteranthus fuscilimbus,1,L.E. Skog & L.P. Kvist,http://www.tropicos.org/Name/50079463 ,,,No opinion,Gasteranthus,1,fuscilimbus,,,,,,,yes,"unpublished name, has no status"
MO,96347,Gesneriaceae,Vanhouttea pendula,1,Gesneriaceae Vanhouttea pendula,Vanhouttea pendula,1,Chautems,http://www.tropicos.org/Name/100002031 ,,,Accepted,Vanhouttea,1,pendula,,,,,,Yes,,brazil
MO,23301,Hamamelidaceae,Corylopsis sinensis,2,Hamamelidaceae Corylopsis sinensis,Corylopsis sinensis,1,Hemsl.,http://www.tropicos.org/Name/15100047 ,,,Accepted,Corylopsis,1,sinensis,,,,yes,,,,"china, cult elsewhere"
MO,87796,Hernandiaceae,Sparattanthelium wonotoboense,3,Hernandiaceae Sparattanthelium wonotoboense,Sparattanthelium wonotoboense,1,Kosterm.,http://www.tropicos.org/Name/50154956 ,,,Accepted,Sparattanthelium,1,wonotoboense,,,,,yes,,,"guyana, french guiana, brazil"
MO,26320,Iridaceae,Cypella laeta,1,Iridaceae Cypella laeta,Cypella laeta,1,Ravenna,http://www.tropicos.org/Name/16602830 ,,,Accepted,Cypella,1,laeta,,,,,,yes,,argentina
MO,2784,Lamiaceae,Ajuga genevensis,1,Lamiaceae Ajuga genevensis,Ajuga genevensis,1,L.,http://www.tropicos.org/Name/17600013 ,,,Accepted,Ajuga,1,genevensis,,,,,yes,,,"usa, canada, and possibly old world"
MO,45290,Lamiaceae,Hyptis australis,2,Lamiaceae Hyptis australis,Hyptis australis,1,Epling,http://www.tropicos.org/Name/50173166 ,,,Accepted,Hyptis,1,australis,,,,,,Yes,,argentina
MO,82072,Lamiaceae,Salvia psilostachya,1,Lamiaceae Salvia psilostachya,Salvia psilostachya,1,Epling,http://www.tropicos.org/Name/17602092 ,,,Accepted,Salvia,1,psilostachya,,,,,,Yes,,peru
MO,61156,Lauraceae,Nectandra canaliculata,1,Lauraceae Nectandra canaliculata,Nectandra canaliculata,1,Rohwer,http://www.tropicos.org/Name/17806194 ,,,Accepted,Nectandra,1,canaliculata,,,,,,Yes,,ecuador
MO,79500,Lauraceae,Rhodostemonodaphne frontinensis,2,Lauraceae Rhodostemonodaphne frontinensis,Rhodostemonodaphne frontinensis,1,Madri–‡n,http://www.tropicos.org/Name/50095779 ,,,No opinion,Rhodostemonodaphne,1,frontinensis,,,,,,Yes,,colombia
MO,50778,Liliaceae,Lilium pyrophilum,1,Liliaceae Lilium pyrophilum,Lilium pyrophilum,1,M.W. Skinner & Sorrie,http://www.tropicos.org/Name/50186198 ,,,Accepted,Lilium,1,pyrophilum,,,,,,yes,,usa
MO,50878,Linderniaceae,Lindernia antipoda,3,Linderniaceae Lindernia antipoda,Lindernia antipoda,1,(L.) Alston,http://www.tropicos.org/Name/29200076 ,,,Accepted,Lindernia,1,antipoda,,,,,yes,,,in panam and widespread in old world
MO,11525,Loasaceae,Blumenbachia dissecta,1,Loasaceae Blumenbachia dissecta,Blumenbachia dissecta,1,Weigend & Grau,http://www.tropicos.org/Name/100298752 ,,,Accepted,Blumenbachia,1,dissecta,,,,,,yes,,argentina
MO,14087,Loasaceae,Cajophora scarlatina,1,Loasaceae Cajophora scarlatina,Cajophora scarlatina,1,Urb. & Gilg,http://www.tropicos.org/Name/18900308 ,,,No opinion,Cajophora,1,scarlatina,,yes,,,,,,correct name is Caiophora scarlatina Urb. & Gilg
MO,90191,Loganiaceae,Strychnos acuta,2,Loganiaceae Strychnos acuta,Strychnos acuta,1,Progel,http://www.tropicos.org/Name/19000388 ,,,Accepted,Strychnos,1,acuta,,,,,,yes,,brazil
MO,90234,Loganiaceae,Strychnos odorata,2,Loganiaceae Strychnos odorata,Strychnos odorata,1,A. Chev.,http://www.tropicos.org/Name/50103890 ,,,Accepted,Strychnos,1,odorata,,,,yes,,,,africa
MO,25424,Lythraceae,Cuphea roseana,1,Lythraceae Cuphea roseana,Cuphea roseana,1,Koehne,http://www.tropicos.org/Name/19200592 ,,,Accepted,Cuphea,1,roseana,,,,,,yes,,mexico
MO,39590,Lythraceae,Ginoria glabra,1,Lythraceae Ginoria glabra,Ginoria glabra,1,Griseb.,http://www.tropicos.org/Name/19200681 ,,,No opinion,Ginoria,1,glabra,,,,,,yes,,cuba
MO,48556,Lythraceae,Lagerstroemia parviflora,1,Lythraceae Lagerstroemia parviflora,Lagerstroemia parviflora,1,Roxb.,http://www.tropicos.org/Name/19200021 ,,,Accepted,Lagerstroemia,1,parviflora,,,,yes,,,,old world
MO,9578,Malpighiaceae,Banisteriopsis carolina,1,Malpighiaceae Banisteriopsis carolina,Banisteriopsis carolina,1,W.R. Anderson,http://www.tropicos.org/Name/50148913 ,,,Accepted,Banisteriopsis,1,carolina,,,,,,yes,,french guiana
MO,9591,Malpighiaceae,Banisteriopsis hypericifolia,1,Malpighiaceae Banisteriopsis hypericifolia,Banisteriopsis hypericifolia,1,(A. Juss.) W.R. Anderson & B. Gates,http://www.tropicos.org/Name/50042846 ,,,Accepted,Banisteriopsis,1,hypericifolia,,,,,,yes,,brazil paraguay
MO,54899,Malpighiaceae,Mascagnia arenicola,1,Malpighiaceae Mascagnia arenicola,Mascagnia arenicola,1,C.E. Anderson,http://www.tropicos.org/Name/50292258 ,,,Accepted,Mascagnia,1,arenicola,,,,,,yes,,guayana
MO,283,Malvaceae,Abutilon venosum,1,Malvaceae Abutilon venosum,Abutilon venosum,1,Lem.,http://www.tropicos.org/Name/19602893 ,,,Accepted,Abutilon,1,venosum,,yes,,,,,,synonym of Abutilon striatum Dicks. ex Lindl.
MO,9941,Malvaceae,Bastardiastrum hirsutiflorum,1,Malvaceae Bastardiastrum hirsutiflorum,Bastardiastrum hirsutiflorum,1,(C. Presl) D.M. Bates,http://www.tropicos.org/Name/50137471 ,,,Accepted,Bastardiastrum,1,hirsutiflorum,,,,,,yes,,mexico
MO,85613,Malvaceae,Sida adscendens,3,Malvaceae Sida adscendens,Sida adscendens,1,A. St.-Hil.,http://www.tropicos.org/Name/50300657 ,,,No opinion,Sida,1,adscendens,,,,,,yes,,brazil
MO,89564,Malvaceae,Sterculia caribaea,1,Malvaceae Sterculia caribaea,Sterculia caribaea,1,R. Br.,http://www.tropicos.org/Name/50166708 ,,,Accepted,Sterculia,1,caribaea,,,,,,yes,,caribbean
MO,23290,Papaveraceae,Corydalis ophiocarpa,1,Papaveraceae Corydalis ophiocarpa,Corydalis ophiocarpa,1,Hook. f. & Thomson,http://www.tropicos.org/Name/24000403 ,,,Accepted,Corydalis,1,ophiocarpa,,,,yes,,,,china etc
MO,31521,Papaveraceae,Ehrendorferia chrysantha,1,Papaveraceae Ehrendorferia chrysantha,Ehrendorferia chrysantha,1,Rylander,http://www.tropicos.org/Name/100328923 ,,,No opinion,Ehrendorferia,1,chrysantha,,,,,,yes,,califonia
MO,92061,Pentaphylacaceae,Ternstroemia camelliifolia,1,Pentaphylacaceae Ternstroemia camelliifolia,Ternstroemia camelliifolia,1,Linden & Planch.,http://www.tropicos.org/Name/50301910 ,,,Accepted,Ternstroemia,1,camelliifolia,,,,,,yes,,Venezuela & colombia
MO,70366,Phyllanthaceae,Phyllanthus biantherifer,1,Phyllanthaceae Phyllanthus biantherifer,Phyllanthus biantherifer,1,Croizat,http://www.tropicos.org/Name/50168882 ,,,Accepted,Phyllanthus,1,biantherifer,,,,,,yes,,brazil
MO,72540,Pittosporaceae,Pittosporum hosmeri,1,Pittosporaceae Pittosporum hosmeri,Pittosporum hosmeri,1,Rock,http://www.tropicos.org/Name/25100065 ,,,Accepted,Pittosporum,1,hosmeri,,,,yes,,,,hawaii
MO,74343,Polygalaceae,Polygala balduinii,3,Polygalaceae Polygala balduinii,Polygala balduinii,1,Nutt.,http://www.tropicos.org/Name/25900403 ,,,Accepted,Polygala,1,balduinii,,,,,,yes,,SE usa
MO,21874,Polygonaceae,Coccoloba jurgenseni,2,Polygonaceae Coccoloba jurgenseni,Coccoloba jurgenseni,1,Lindau,http://www.tropicos.org/Name/26000244 ,,,Accepted,Coccoloba,1,jurgenseni,,,,,,yes,,mexico
MO,21950,Polygonaceae,Coccoloba x,1,Polygonaceae Coccoloba x,Coccoloba,1,P. Browne,http://www.tropicos.org/Name/40010973 ,,,Accepted,Coccoloba,1,,,,,,,,yes,"something was stripped of this name, it is a hybrid species, there are 5 hybrid species in tropicos form this genus"
MO,74642,Polygonaceae,Polygonum peruvianum,1,Polygonaceae Polygonum peruvianum,Polygonum peruvianum,1,Meisn.,http://www.tropicos.org/Name/26001010 ,,,Accepted,Polygonum,1,peruvianum,,,,,,yes,,peru & ecuador
MO,38943,Primulaceae,Geissanthus betancurii,3,Primulaceae Geissanthus betancurii,Geissanthus betancurii,1,Pipoly,http://www.tropicos.org/Name/22002254 ,,,No opinion,Geissanthus,1,betancurii,,,,,,yes,,colombia
MO,75836,Primulaceae,Primula capillaris,2,Primulaceae Primula capillaris,Primula capillaris,1,N.H. Holmgren & A.H. Holmgren,http://www.tropicos.org/Name/26400078 ,,,Accepted,Primula,1,capillaris,,,,,,yes,,usa
MO,4396,Ranunculaceae,Anemone tomentosa,3,Ranunculaceae Anemone tomentosa,Anemone tomentosa,1,(Maxim.) C. P'ei,http://www.tropicos.org/Name/27104158 ,,,Accepted,Anemone,1,tomentosa,,,,yes,,,,china cult elsewhere
MO,99340,Rhamnaceae,Ziziphus mucronata,1,Rhamnaceae Ziziphus mucronata,Ziziphus mucronata,1,Willd.,http://www.tropicos.org/Name/27500879 ,,,Accepted,Ziziphus,1,mucronata,,,,yes,,,,madagascar
MO,23895,Rosaceae,Crataegus edsonii,1,Rosaceae Crataegus edsonii,Crataegus edsonii,1,Sarg.,http://www.tropicos.org/Name/50113295 ,,,No opinion,Crataegus,1,edsonii,,yes,,,,,,usa
MO,56714,Rosaceae,Mespilus parvifolia,1,Rosaceae Mespilus parvifolia,Mespilus parvifolia,1,(Aiton) Dum. Cours.,http://www.tropicos.org/Name/100368628 ,,,Accepted,Mespilus,1,parvifolia,,yes,,,,,,usa
MO,75361,Rosaceae,Potentilla elegans,3,Rosaceae Potentilla elegans,Potentilla elegans,1,Cham. & Schltdl.,http://www.tropicos.org/Name/27801031 ,,,Accepted,Potentilla,1,elegans,,,,,,yes,,alaska & canada
MO,56123,Sabiaceae,Meliosma caballeroensis,2,Sabiaceae Meliosma caballeroensis,Meliosma caballeroensis,1,X. Cornejo,http://www.tropicos.org/Name/50325306 ,,,Accepted,Meliosma,1,caballeroensis,,,,,yes,,,Peru Bolivia
MO,55103,Sapindaceae,Matayba floribunda,1,Sapindaceae Matayba floribunda,Matayba floribunda,1,Radlk.,http://www.tropicos.org/Name/28600153 ,,,No opinion,Matayba,1,floribunda,,,,,,yes,,mexico
MO,3342,Verbenaceae,Aloysia ligustrina,3,Verbenaceae Aloysia ligustrina,Aloysia ligustrina,1,(Lag.) Small,http://www.tropicos.org/Name/50069464 ,,,Accepted,Aloysia,1,ligustrina,,,,,,yes,,bolivia
MO,29766,Verbenaceae,Dipyrena glaberrima,2,Verbenaceae Dipyrena glaberrima,Dipyrena glaberrima,1,(Gillies & Hook.) Hook.,http://www.tropicos.org/Name/50069483 ,,,Accepted,Dipyrena,1,glaberrima,,,,,yes,,,"Peru, chile, argentina"
MO,47512,Verbenaceae,Junellia azorelloides,1,Verbenaceae Junellia azorelloides,Junellia azorelloides,1,(Speg.) Moldenke,http://www.tropicos.org/Name/50096686 ,,,Accepted,Junellia,1,azorelloides,,,,,,yes,,argentina
MO,96642,Verbenaceae,Verbena pumila,1,Verbenaceae Verbena pumila,Verbena pumila,1,Rydb.,http://www.tropicos.org/Name/33700865 ,,,Accepted,Verbena,1,pumila,,yes,,,,,,"usa & mexico, synonym of Glandularia pumila"
MO,97406,Violaceae,Viola jalapaensis,2,Violaceae Viola jalapaensis,Viola jalapaensis,1,W. Becker,http://www.tropicos.org/Name/33800223 ,,,Accepted,Viola,1,jalapaensis,,,,,,yes,,mexico
MO,20457,Vitaceae,Cissus hypoglauca,1,Vitaceae Cissus hypoglauca,Cissus hypoglauca,1,A. Gray,http://www.tropicos.org/Name/34000939 ,,,No opinion,Cissus,1,hypoglauca,,,,yes,,,,Australian Papua NG
MO,97707,Vochysiaceae,Vochysia angustifolia,3,Vochysiaceae Vochysia angustifolia,Vochysia angustifolia,1,Ducke,http://www.tropicos.org/Name/34100202 ,,,Accepted,Vochysia,1,angustifolia,,,,,,yes,,Brazil venezuela
MO,97773,Vochysiaceae,Vochysia rotundifolia,2,Vochysiaceae Vochysia rotundifolia,Vochysia rotundifolia,1,Mart.,http://www.tropicos.org/Name/50184813 ,,,Accepted,Vochysia,1,rotundifolia,,,,,,yes,,Brazil
MO,99,Xyridaceae,Abolboda acaulis,3,Xyridaceae Abolboda acaulis,Abolboda acaulis,1,Maguire,http://www.tropicos.org/Name/34300306 ,,,Accepted,Abolboda,1,acaulis,,,,,,yes,,venezuela guayana
MO,98786,Xyridaceae,Xyris anceps,1,Xyridaceae Xyris anceps,Xyris anceps,1,Lam.,http://www.tropicos.org/Name/34300001 ,,,Accepted,Xyris,1,anceps,,,,yes,yes,,,also old world